issue_number,buggy_generated,fixed_generated,buggy_syntax_valid,fixed_syntax_valid,buggy_execution_status,fixed_execution_status,reconstruction_status,notes,case_dir,issue_id,platform,api_era,bug_summary,fix_summary,pair_similarity,buggy_lines,fixed_lines,provider,model,cached,repair_rounds,input_tokens,output_tokens,source_truncated_fields
72,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_072,12076,SE,legacy,"The initial_layout dict maps two different virtual qubits (qreg[0] and qreg[5]) to the same physical qubit (12), causing DAGCircuitError 'not a DAG' during transpile.","Assign qreg[5] to a distinct, unused physical qubit (16) so no two virtual qubits share a physical qubit in the layout.",0.9441,12,13,anthropic,claude-sonnet-5,False,0,2475,1459,
81,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_081,8893,SE,legacy,"circuit.measure maps qubits to classical bits in the same order ([0,1,2]->[0,1,2]), giving a bit string with unexpected (reversed) endianness relative to the user's expectation.","Reverse the classical bit mapping (circuit.measure([0,1,2],[2,1,0])) so q0 becomes the most significant bit, matching the expected output order.",0.9526,22,23,anthropic,claude-sonnet-5,False,0,2676,917,
77,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: The ""fixed code"" provided is just an explanatory inequality, not runnable code, so the repair had to be inferred from an incidental missing-import bug in the buggy snippet rather than the actual reported issue | flagged during reconstruction: The ""fixed code"" provided is just an explanatory inequality, not runnable code, so the repair had to be inferred from an incidental missing-import bug in the buggy snippet rather than the actual reported issue",issue_077_se,31996,SE,modern,"ParityMapper is used in QubitConverter but never imported, causing a NameError; the underlying question is conceptual (how eval_count is computed) rather than a code defect","Added the missing ParityMapper import; the actual answer is an explanation (circuits >= evals >= iters) with no real code change, so this is a conservative minimal correction",0.9783,33,33,anthropic,claude-sonnet-5,False,0,4812,2517,
75,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_075,13433,SE,legacy,"No barrier separates the two CNOT blocks, so the transpiler can freely reorder/merge gates from both time steps instead of keeping them as distinct sequential blocks.",Insert qp.barrier() between block A and block B so Qiskit's transpiler treats them as separate scheduling regions.,0.9779,13,14,anthropic,claude-sonnet-5,False,0,1848,628,
82,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_082,40927,SE,modern,"The opt_einsum-based tensor contraction used a naive index assignment that ignored qiskit's right-to-left, bottom-to-top qubit/tensor-index ordering, producing a unitary that mismatched the AerSimulat","Rebuilt contract_opteinsum to map einsum indices per-qubit (reversing qubit order and matching shared-qubit indices between the two gates) so the contraction respects qiskit's index convention, using ",0.7413,86,83,anthropic,claude-sonnet-5,False,0,8221,6354,
85,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: contains prose rather than code | FIXED CODE: 3 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_085,21574,SE,legacy,"ADAM optimizer is constructed with default settings, giving no control over learning rate or convergence tolerance (and thus iteration count).","Explicitly pass lr and tol to ADAM (ADAM(lr=0.01, tol=1e-7)) to control learning rate and iteration behavior.",0.9508,26,26,anthropic,claude-sonnet-5,False,0,2699,1701,
87,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: Answer thread ends with a suggestive hint (checking backend.target / transpile note) rather than an explicit confirmed fix snippet, so the exact remedial code is inferred from context. | flagged during reconstruction: Answer thread ends with a suggestive hint (checking backend.target / transpile note) rather than an explicit confirmed fix snippet, so the exact remedial code is inferred from context.",issue_087_se,33948,SE,legacy,"Custom calibrated 'Spec_gate' circuits are run without transpilation, so the backend simulator does not recognize the instruction and raises AerError 'unknown instruction: Spec_gate'.",Transpile freq_sweep_circs for the target backend before calling backend.run so the calibrated gate is properly matched against the backend's instruction/target definitions.,0.9701,93,97,anthropic,claude-sonnet-5,False,0,6597,3712,
91,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_091_se,30226,SE,legacy,"BOBYQA.minimize is called with bounds=None, which skquant's pybobyqa wrapper tries to index as a 2D array, raising IndexError on a 0-dimensional array.","Pass an explicit bounds list [(None, None)] * len(x0) matching the number of parameters instead of None so skquant can reshape it correctly.",0.9951,51,51,anthropic,claude-sonnet-5,False,0,5385,2329,
93,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: contains prose rather than code | model flagged for review: Source material is a shell/installation instruction thread rather than Python code, so this is a conservative wrapper reconstruction rather than a true bug/fix code pair. | flagged during reconstruction: Source material is a shell/installation instruction thread rather than Python code, so this is a conservative wrapper reconstruction rather than a true bug/fix code pair.",issue_093,14096,SE,unknown,pip-installing only the qiskit_textbook package pulls the package code but not the Jupyter notebooks with the textbook content.,"Clone the full qiskit-textbook repository (and optionally qiskit-tutorials) so the notebooks in content/ (or tutorials/) are actually accessible, then pip-install the package locally.",0.2107,9,22,anthropic,claude-sonnet-5,False,0,2033,1021,
94,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 4 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | unresolved names in buggy.py: Aer | unresolved names in fixed.py: Aer | not executed (remote access required or execution disabled); validated statically only,issue_094,21987,SE,legacy,"Hamiltonian built by manually combining individual Pauli operators (Z^Z^I etc.), which does not scale to many qubits/terms.","Use qiskit.opflow.primitive_ops.PauliSumOp.from_list to build the Hamiltonian scalably from (pauli_string, weight) pairs.",0.7795,16,18,anthropic,claude-sonnet-5,False,0,3763,1038,
99,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | BUGGY CODE: contains prose rather than code | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: Original question/buggy code contained no actual code, only prose describing the problem; buggy.py is a reasonable reconstruction of the described (deprecated opflow) attempt. | pair not structurally plausible (similarity 0.0189)",issue_099,39669,SE,legacy,"User attempted to build an N-qubit Hamiltonian using the deprecated qiskit.opflow API with an ad-hoc, non-scaling construction",Replaced opflow usage with SparsePauliOp.from_sparse_list to correctly construct the ZZ-chain and X-field Hamiltonians for N qubits,0.0189,17,14,anthropic,claude-sonnet-5,False,0,2584,912,
110,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_110,13933,SE,legacy,"Author only inspects UCCSD.num_parameters and draws the raw (un-decomposed) circuit, so it's unclear why only 3 parameters exist and the ""Evolution"" blocks hide the actual excitation operators.","Print var_form_vqe.single_excitations/double_excitations to see which spin- and particle-conserving excitations are used, and call decompose() on the circuit before drawing to reveal the gate-level op",0.8671,34,39,anthropic,claude-sonnet-5,False,0,4629,2188,
104,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | model flagged for review: The scraped ""fixed code"" field contained only prose explanation, no actual code; the fixed program was reconstructed from the textual explanation's described ancilla technique rather than scraped source. | flagged during reconstruction: The scraped ""fixed code"" field contained only prose explanation, no actual code; the fixed program was reconstructed from the textual explanation's described ancilla technique rather than scraped source.",issue_104,40572,SE,legacy,"Successor gate implemented with a chain of growing multi-controlled X (MCX) gates, causing transpilation to blow up for larger registers.","Rewrote the increment using ancilla qubits to store prefix-AND results so only 2-qubit CCX/CX gates are needed, avoiding large MCX gates.",0.1621,14,31,anthropic,claude-sonnet-5,False,0,2229,2932,
114,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | FIXED CODE: contains prose rather than code | model flagged for review: Original scraped code lost the real IBMQ provider indexing (P[1]) and exact traceback details, so the reproduction substitutes a local FakePoughkeepsie backend to avoid network calls while preserving the reported magic/function misuse. | flagged during reconstruction: Original scraped code lost the real IBMQ provider indexing (P[1]) and exact traceback details, so the reproduction substitutes a local FakePoughkeepsie backend to avoid network calls while preserving the reported magic/function misuse.",issue_114,9458,SE,legacy,Relying on the %qiskit_backend_overview IPython magic outside a Jupyter/IPython session (and confusing qiskit.tools module for a callable) causes runtime errors.,"Use the plain qiskit.tools.backend_monitor(backend) function instead of the Jupyter-only magic, avoiding the IPython dependency and the TypeError/ZeroDivisionError.",0.2624,8,6,anthropic,claude-sonnet-5,False,0,1959,2498,
